id,project,commit,method,source class,target class
3528,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,init,org.apache.hadoop.io.compress.zlib.BuiltInGzipCompressor,org.apache.hadoop.io.compress.zlib.ZlibFactory
3529,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,createInstance,org.apache.hadoop.registry.client.api.RegistryOperationsFactory,org.apache.hadoop.service.AbstractService
3530,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.yarn.api.records.PreemptionMessage,org.apache.hadoop.yarn.util.Records
3531,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getEncoding,org.apache.hadoop.hdfs.web.resources.XAttrEncodingParam,org.apache.hadoop.hdfs.web.resources.Param
3532,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,UmaskParser,org.apache.hadoop.fs.permission.UmaskParser,org.apache.hadoop.fs.permission.PermissionParser
3533,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.hdfs.server.federation.store.protocol.RefreshMountTableEntriesResponse,org.apache.hadoop.hdfs.server.federation.store.driver.StateStoreSerializer
3534,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,parseFilters,org.apache.hadoop.yarn.server.timelineservice.reader.TimelineReaderWebServicesUtils,org.apache.hadoop.io.IOUtils
3535,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,create,org.apache.hadoop.fs.shell.CommandWithDestination.TargetFileSystem,org.apache.hadoop.fs.shell.PathData
3536,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,contextInitialized,org.apache.hadoop.yarn.appcatalog.application.AppCatalogInitializer,org.apache.hadoop.security.authentication.util.KerberosName
3537,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getAnonymizedValue,org.apache.hadoop.tools.rumen.datatypes.JobProperties,org.apache.hadoop.conf.Configuration
3538,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,Endpoint,org.apache.hadoop.registry.client.types.Endpoint,org.apache.hadoop.registry.client.types.AddressTypes
3539,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getCallerUserGroupInformation,org.apache.hadoop.yarn.server.resourcemanager.webapp.FairSchedulerAppsBlock,org.apache.hadoop.security.UserGroupInformation
3540,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,deseralize,org.apache.hadoop.nfs.nfs3.response.READDIRPLUS3Response.EntryPlus3,org.apache.hadoop.nfs.nfs3.FileHandle
3541,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,isActive,org.apache.hadoop.hdfs.server.namenode.IsNameNodeActiveServlet,org.apache.hadoop.hdfs.server.namenode.NameNodeHttpServer
3542,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,incrPostEntitiesOps,org.apache.hadoop.yarn.server.timeline.TimelineDataManagerMetrics,org.apache.hadoop.metrics2.lib.MutableCounterLong
3543,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,map,org.apache.hadoop.mapred.lib.TokenCountMapper,org.apache.hadoop.io.Text
3544,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.hdfs.server.federation.store.protocol.RemoveMountTableEntryResponse,org.apache.hadoop.hdfs.server.federation.store.driver.StateStoreSerializer
3545,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getBytes,org.apache.hadoop.fs.MD5MD5CRC32FileChecksum,org.apache.hadoop.io.WritableUtils
3546,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,render,org.apache.hadoop.yarn.server.resourcemanager.webapp.MetricsOverviewTable,org.apache.hadoop.yarn.util.resource.ResourceUtils
3547,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,addResponseTime,org.apache.hadoop.ipc.RpcScheduler,org.apache.hadoop.ipc.metrics.RpcMetrics
3548,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getClusterNodeLabels,org.apache.hadoop.yarn.client.api.impl.YarnClientImpl,org.apache.hadoop.yarn.api.protocolrecords.GetClusterNodeLabelsResponse
3549,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,killContainer,org.apache.hadoop.mapreduce.v2.app.rm.preemption.KillAMPreemptionPolicy,org.apache.hadoop.mapreduce.v2.app.rm.preemption.AMPreemptionPolicy.Context
3550,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,accept,org.apache.hadoop.fs.GlobFilter,org.apache.hadoop.fs.Path
3551,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,renewDelegationToken,org.apache.hadoop.hdfs.server.federation.router.security.RouterSecurityManager,org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager
3552,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getDefaultAccountAccessPolicy,org.apache.hadoop.fs.azure.LocalSASKeyGeneratorImpl,org.apache.hadoop.fs.azure.SASKeyGeneratorImpl
3553,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,run,org.apache.hadoop.yarn.server.nodemanager.containermanager.deletion.task.FileDeletionTask,org.apache.hadoop.yarn.server.nodemanager.containermanager.deletion.task.DeletionTask
3554,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,run,org.apache.hadoop.mapreduce.lib.input.DelegatingMapper,org.apache.hadoop.mapreduce.Mapper
3555,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,addRemoteIP,org.apache.hadoop.mapreduce.v2.hs.HSAuditLogger,org.apache.hadoop.ipc.Server
3556,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,delete,org.apache.hadoop.fs.http.client.HttpFSFileSystem,org.apache.hadoop.util.HttpExceptionUtils
3557,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,schedulePlacedRequests,org.apache.hadoop.yarn.server.resourcemanager.scheduler.constraint.processor.PlacementConstraintProcessor,org.apache.hadoop.yarn.api.records.ApplicationAttemptId
3558,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,BoundedAppender,org.apache.hadoop.yarn.util.BoundedAppender,org.apache.hadoop.util.Preconditions
3559,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getPipeCommand,org.apache.hadoop.streaming.PipeCombiner,org.apache.hadoop.conf.Configuration
3560,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,copyEmptyDirectoryMarkers,org.apache.hadoop.fs.s3a.impl.RenameOperation,org.apache.hadoop.fs.s3a.impl.DirMarkerTracker
3561,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,index,org.apache.hadoop.yarn.server.sharedcachemanager.webapp.SCMController,org.apache.hadoop.yarn.webapp.Controller
3562,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getBlock,org.apache.hadoop.hdfs.DFSOutputStream,org.apache.hadoop.hdfs.DataStreamer
3563,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,JobTaskAttemptFetchFailureEvent,org.apache.hadoop.mapreduce.v2.app.job.event.JobTaskAttemptFetchFailureEvent,org.apache.hadoop.mapreduce.v2.api.records.TaskAttemptId
3564,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,preHead,org.apache.hadoop.yarn.server.nodemanager.webapp.AllApplicationsPage,org.apache.hadoop.yarn.server.nodemanager.webapp.NMView
3565,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,toJson,org.apache.hadoop.mapreduce.lib.output.committer.manifest.files.ManifestSuccessData,org.apache.hadoop.util.JsonSerialization
3566,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,isAlive,org.apache.hadoop.hdfs.server.blockmanagement.ReplicaUnderConstruction,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor
3567,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,stopMiniKdc,org.apache.hadoop.minikdc.KerberosSecurityTestcase,org.apache.hadoop.minikdc.MiniKdc
3568,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getFileLinkStatus,org.apache.hadoop.fs.LocalFileSystem,org.apache.hadoop.fs.FileSystem
3569,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,isFilePretendingToBeDirectory,org.apache.hadoop.fs.swift.util.SwiftUtils,org.apache.hadoop.fs.FileStatus
3570,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,makeIpcConnectionContext,org.apache.hadoop.util.ProtoUtil,org.apache.hadoop.security.UserGroupInformation
3571,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,toJsonMap,org.apache.hadoop.hdfs.web.JsonUtil,org.apache.hadoop.hdfs.protocol.DatanodeInfo
3572,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,readSplitMetaInfo,org.apache.hadoop.mapreduce.split.SplitMetaInfoReader,org.apache.hadoop.mapreduce.MRJobConfig
3573,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,createRemoteTask,org.apache.hadoop.mapred.MapTaskAttemptImpl,org.apache.hadoop.mapreduce.MRJobConfig
3574,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.yarn.server.federation.store.records.UpdateApplicationHomeSubClusterResponse,org.apache.hadoop.yarn.util.Records
3575,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,recordModification,org.apache.hadoop.hdfs.server.namenode.INodeSymlink,org.apache.hadoop.hdfs.server.namenode.INode
3576,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.yarn.server.api.protocolrecords.RegisterDistributedSchedulingAMResponse,org.apache.hadoop.yarn.util.Records
3577,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.yarn.api.protocolrecords.ResourceLocalizationRequest,org.apache.hadoop.yarn.util.Records
3578,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getCopyListing,org.apache.hadoop.tools.CopyListing,org.apache.hadoop.tools.DistCpConstants
3579,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,serviceInit,org.apache.hadoop.yarn.client.api.impl.AHSv2ClientImpl,org.apache.hadoop.yarn.client.api.TimelineReaderClient
3580,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.yarn.server.federation.store.records.GetSubClustersInfoRequest,org.apache.hadoop.yarn.util.Records
3581,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getConnection,org.apache.hadoop.hdfs.server.federation.router.RouterRpcClient,org.apache.hadoop.security.UserGroupInformation
3582,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,min,org.apache.hadoop.metrics2.util.SampleStat,org.apache.hadoop.metrics2.util.SampleStat.MinMax
3583,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,setAclEntriesInternal,org.apache.hadoop.fs.azurebfs.services.AbfsAclHelper,org.apache.hadoop.fs.azurebfs.constants.AbfsHttpConstants
3584,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,parse,org.apache.hadoop.hdfs.server.datanode.StorageLocation,org.apache.hadoop.fs.Path
3585,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,setOutliersReportIntervalMs,org.apache.hadoop.hdfs.server.datanode.DNConf,org.apache.hadoop.conf.Configuration
3586,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,assignContainer,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FSParentQueue,org.apache.hadoop.yarn.util.resource.Resources
3587,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,toString,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.runtime.runc.ImageManifest,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.runtime.runc.ImageManifest.Blob
3588,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,initAppsTable,org.apache.hadoop.yarn.server.resourcemanager.webapp.RmView,org.apache.hadoop.yarn.server.webapp.WebPageUtils
3589,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,setBytes,org.apache.hadoop.yarn.server.api.records.impl.pb.MasterKeyPBImpl,org.apache.hadoop.yarn.api.records.impl.pb.ProtoBase
3590,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,allocateForDistributedScheduling,org.apache.hadoop.yarn.server.api.impl.pb.service.DistributedSchedulingAMProtocolPBServiceImpl,org.apache.hadoop.yarn.server.api.protocolrecords.impl.pb.DistributedSchedulingAllocateResponsePBImpl
3591,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getReleasingGpus,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.gpu.GpuResourceAllocator,org.apache.hadoop.yarn.api.records.Resource
3592,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,readFields,org.apache.hadoop.mapreduce.QueueAclsInfo,org.apache.hadoop.io.WritableUtils
3593,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,ShortCircuitShm,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm,org.apache.hadoop.util.Shell
3594,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,serialize,org.apache.hadoop.nfs.nfs3.Nfs3FileAttributes,org.apache.hadoop.nfs.NfsTime
3595,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,equals,org.apache.hadoop.yarn.server.api.protocolrecords.impl.pb.NodeToAttributesPBImpl,org.apache.hadoop.yarn.server.api.protocolrecords.NodeToAttributes
3596,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,mapDistCacheFilePath,org.apache.hadoop.mapred.gridmix.DistributedCacheEmulator,org.apache.hadoop.fs.Path
3597,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,serviceStop,org.apache.hadoop.hdfs.server.federation.router.RouterHttpServer,org.apache.hadoop.http.HttpServer2
3598,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getFilterParams,org.apache.hadoop.security.http.RestCsrfPreventionFilter,org.apache.hadoop.conf.Configuration
3599,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,elementToPrevKey,org.apache.hadoop.hdfs.protocol.EncryptionZoneIterator,org.apache.hadoop.hdfs.protocol.EncryptionZone
3600,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,buildConnectionString,org.apache.hadoop.yarn.service.utils.ZookeeperUtils,org.apache.hadoop.yarn.service.utils.ServiceUtils
3601,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getConfigName,org.apache.hadoop.yarn.server.resourcemanager.scheduler.policy.FifoOrderingPolicy,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacitySchedulerConfiguration
3602,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,writeMetrics,org.apache.hadoop.metrics2.sink.PrometheusMetricsSink,org.apache.hadoop.metrics2.AbstractMetric
3603,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getRecordFactory,org.apache.hadoop.yarn.factory.providers.RecordFactoryProvider,org.apache.hadoop.yarn.conf.YarnConfiguration
3604,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getPartitionFile,org.apache.hadoop.mapred.lib.TotalOrderPartitioner,org.apache.hadoop.mapreduce.lib.partition.TotalOrderPartitioner
3605,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,updateLeaseCount,org.apache.hadoop.io.compress.CodecPool,org.apache.hadoop.util.ReflectionUtils
3606,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,updatePendingDirScanStats,org.apache.hadoop.hdfs.server.namenode.sps.BlockStorageMovementNeeded,org.apache.hadoop.hdfs.server.namenode.sps.BlockStorageMovementNeeded.DirPendingWorkInfo
3607,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,serialize,org.apache.hadoop.nfs.nfs3.request.LINK3Request,org.apache.hadoop.oncrpc.XDR
3608,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,isOtherTargetNodeActive,org.apache.hadoop.ha.HAAdmin,org.apache.hadoop.ha.HAServiceTarget
3609,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getCallerUGI,org.apache.hadoop.yarn.webapp.view.HtmlBlock,org.apache.hadoop.yarn.webapp.View
3610,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getEntityTimelines,org.apache.hadoop.yarn.server.timeline.RollingLevelDBTimelineStore,org.apache.hadoop.yarn.server.timeline.EntityIdentifier
3611,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getBindAddress,org.apache.hadoop.yarn.server.sharedcachemanager.SharedCacheUploaderService,org.apache.hadoop.yarn.conf.YarnConfiguration
3612,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,accept,org.apache.hadoop.fs.aliyun.oss.FileStatusAcceptor.AcceptAllButSelf,org.apache.hadoop.fs.Path
3613,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,main,org.apache.hadoop.yarn.webapp.example.MyApp,org.apache.hadoop.yarn.webapp.WebApp
3614,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,handle,org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.sharedcache.SharedCacheUploadService,org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.sharedcache.SharedCacheUploadEvent
3615,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,AclPermissionParam,org.apache.hadoop.fs.http.server.HttpFSParametersProvider.AclPermissionParam,org.apache.hadoop.lib.server.Server
3616,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,size,org.apache.hadoop.tools.rumen.ResourceUsageMetrics,org.apache.hadoop.io.WritableUtils
3617,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getLastOutput,org.apache.hadoop.streaming.io.RawBytesOutputReader,org.apache.hadoop.io.BytesWritable
3618,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,qualifySymlinkTarget,org.apache.hadoop.fs.FSLinkResolver,org.apache.hadoop.fs.Path
3619,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.hdfs.server.federation.store.protocol.LeaveSafeModeResponse,org.apache.hadoop.hdfs.server.federation.store.driver.StateStoreSerializer
3620,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getComponentPublicResourceDir,org.apache.hadoop.yarn.service.utils.SliderFileSystem,org.apache.hadoop.fs.Path
3621,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,afterResponse,org.apache.hadoop.fs.s3a.audit.impl.ActiveAuditManagerS3A.SdkRequestHandler,org.apache.hadoop.fs.s3a.audit.impl.ActiveAuditManagerS3A
3622,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getReadOps,org.apache.hadoop.hdfs.server.federation.metrics.StateStoreMetrics,org.apache.hadoop.metrics2.util.SampleStat
3623,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,createEncoder,org.apache.hadoop.io.erasurecode.codec.RSErasureCodec,org.apache.hadoop.io.erasurecode.codec.ErasureCodec
3624,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,toToken,org.apache.hadoop.fs.azure.security.TokenUtils,org.apache.hadoop.security.token.Token
3625,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,JobMapTaskRescheduledEvent,org.apache.hadoop.mapreduce.v2.app.job.event.JobMapTaskRescheduledEvent,org.apache.hadoop.mapreduce.v2.api.records.TaskId
3626,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,parseValue,org.apache.hadoop.yarn.server.timelineservice.reader.TimelineParserForNumericFilters,org.apache.hadoop.yarn.server.timeline.GenericObjectMapper
3627,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,preHead,org.apache.hadoop.yarn.server.resourcemanager.webapp.AppPage,org.apache.hadoop.yarn.webapp.view.TwoColumnLayout
3628,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,createClientProvider,org.apache.hadoop.yarn.service.provider.docker.DockerProviderFactory,org.apache.hadoop.yarn.service.provider.docker.DockerProviderFactory.Client
3629,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,newInstance,org.apache.hadoop.yarn.server.api.protocolrecords.RefreshUserToGroupsMappingsRequest,org.apache.hadoop.yarn.util.Records
3630,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,wrapIfNecessary,org.apache.hadoop.mapreduce.security.IntermediateEncryptedStream,org.apache.hadoop.mapreduce.security.SpillCallBackInjector
3631,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,setTemplateConfigEntries,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.AutoCreatedQueueTemplate,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.QueuePath
3632,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,compare,org.apache.hadoop.yarn.server.resourcemanager.monitor.capacity.IntraQueueCandidatesSelector.TAPriorityComparator,org.apache.hadoop.yarn.server.resourcemanager.monitor.capacity.TempAppPerPartition
3633,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,genNewElementMethod,org.apache.hadoop.yarn.webapp.hamlet2.HamletGen,org.apache.hadoop.util.StringUtils
3634,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,JobTaskEvent,org.apache.hadoop.mapreduce.v2.app.job.event.JobTaskEvent,org.apache.hadoop.mapreduce.v2.api.records.TaskId
3635,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getInstance,org.apache.hadoop.fs.TrashPolicy,org.apache.hadoop.conf.Configuration
3636,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,createDecompressor,org.apache.hadoop.io.compress.Lz4Codec,org.apache.hadoop.fs.CommonConfigurationKeys
3637,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getMountTableEntries,org.apache.hadoop.hdfs.protocolPB.RouterAdminProtocolServerSideTranslatorPB,org.apache.hadoop.hdfs.server.federation.router.RouterAdminServer
3638,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,deleteDirectoryTree,org.apache.hadoop.fs.s3a.impl.DeleteOperation,org.apache.hadoop.fs.s3a.S3ALocatedFileStatus
3639,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,compare,org.apache.hadoop.tools.rumen.LoggedNetworkTopology.TopoSort,org.apache.hadoop.tools.rumen.datatypes.NodeName
3640,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,StripedBlockWithLocations,org.apache.hadoop.hdfs.server.protocol.BlocksWithLocations.StripedBlockWithLocations,org.apache.hadoop.util.Preconditions
3641,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,removeShm,org.apache.hadoop.hdfs.server.datanode.ShortCircuitRegistry,org.apache.hadoop.hdfs.shortcircuit.ShortCircuitShm.Slot
3642,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,readFields,org.apache.hadoop.tools.fedbalance.TrashProcedure,org.apache.hadoop.fs.Path
3643,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,refreshServiceAcls,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,org.apache.hadoop.ipc.Server
3644,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,toString,org.apache.hadoop.nfs.nfs3.request.WRITE3Request,org.apache.hadoop.nfs.nfs3.FileHandle
3645,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,waitForAppendsToComplete,org.apache.hadoop.fs.azurebfs.services.AbfsOutputStream,org.apache.hadoop.fs.azurebfs.contracts.exceptions.AbfsRestOperationException
3646,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,initializeState,org.apache.hadoop.hdfs.server.datanode.web.HostRestrictingAuthorizationFilterHandler,org.apache.hadoop.conf.Configuration
3647,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,now,org.apache.hadoop.util.SysInfoWindows,org.apache.hadoop.util.Time
3648,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,ensureCloseEditlogFile,org.apache.hadoop.yarn.nodelabels.store.AbstractFSNodeStore,org.apache.hadoop.fs.FSDataOutputStream
3649,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,unwrap,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil,org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslParticipant
3650,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,read,org.apache.hadoop.oncrpc.RpcAcceptedReply,org.apache.hadoop.oncrpc.XDR
3651,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getNumOfSchedulerNodeHBInterval,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacitySchedulerMetrics,org.apache.hadoop.metrics2.lib.MutableQuantiles
3652,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,initialize,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.conf.ZKConfigurationStore,org.apache.hadoop.yarn.conf.YarnConfiguration
3653,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,initReplicaRecovery,org.apache.hadoop.hdfs.protocolPB.InterDatanodeProtocolServerSideTranslatorPB,org.apache.hadoop.hdfs.server.protocol.ReplicaRecoveryInfo
3654,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,parse,org.apache.hadoop.mapreduce.lib.join.Parser.WNode,org.apache.hadoop.mapreduce.lib.join.Parser.Token
3655,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,createForWrite,org.apache.hadoop.io.SecureIOUtils,org.apache.hadoop.io.nativeio.NativeIO
3656,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,setDate,org.apache.hadoop.yarn.api.records.timelineservice.FlowActivityEntity,org.apache.hadoop.yarn.api.records.timelineservice.TimelineEntity
3657,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,addToCorruptReplicasMap,org.apache.hadoop.hdfs.server.blockmanagement.CorruptReplicasMap,org.apache.hadoop.hdfs.server.namenode.NameNode
