id,label,project,refactor,methodOrNull,source class,target class,url
944,1,apache/dubbo,"Move Method	private convertPrimitive(type Class<?>, value String) : Object from class org.apache.dubbo.config.AbstractConfig to public convertPrimitive(type Class<?>, value String) : Object from class org.apache.dubbo.common.utils.ClassHelper",convertPrimitive,org.apache.dubbo.config.AbstractConfig,org.apache.dubbo.common.utils.ClassHelper,https://github.com/apache/dubbo/commit/7adf11182f105e952a0cadf3d5b4941b4c62b057
5223,1,keycloak/keycloak,"Move Method	protected logSuccess() : void from class org.keycloak.authentication.AuthenticationProcessor to protected logSuccess(session KeycloakSession, authSession AuthenticationSessionModel) : void from class org.keycloak.services.managers.AuthenticationManager",logSuccess,org.keycloak.authentication.AuthenticationProcessor,org.keycloak.services.managers.AuthenticationManager,https://github.com/keycloak/keycloak/commit/950eae090f3b8be8c284872f970ed44aad439b3f
14530,1,vespa-engine/vespa,"Move Method	public createLock(curator Curator, tenant TenantName) : Lock from class com.yahoo.vespa.config.server.tenant.TenantBuilder to private createLock(curator Curator, tenantPath Path) : Lock from class com.yahoo.vespa.config.server.tenant.Tenant",createLock,com.yahoo.vespa.config.server.tenant.TenantBuilder,com.yahoo.vespa.config.server.tenant.Tenant,https://github.com/vespa-engine/vespa/commit/5fcba48757c67f6c1765a16e48fceb6f696d7724
23063,2,apache/shardingsphere-elasticjob,"Move Method	public setStaticFieldValue(target Object, fieldName String, fieldValue Object) : void from class org.apache.shardingsphere.elasticjob.lite.util.ReflectionUtils to private setStaticFieldValue(logJobErrorHandler LogJobErrorHandler) : void from class org.apache.shardingsphere.elasticjob.infra.handler.error.impl.LogJobErrorHandlerTest",setStaticFieldValue,org.apache.shardingsphere.elasticjob.lite.util.ReflectionUtils,org.apache.shardingsphere.elasticjob.infra.handler.error.impl.LogJobErrorHandlerTest,https://github.com/apache/shardingsphere-elasticjob/commit/837a63f7fca683adb46350049ac33bbe216433a3
30321,2,vespa-engine/vespa,"Move Method	package parseVespaVersion(rawVespaVersion String) : Optional<String> from class com.yahoo.vespa.hosted.node.admin.docker.DockerImpl to package parseVespaVersion(rawVespaVersion String) : Optional<String> from class com.yahoo.vespa.hosted.node.admin.nodeagent.DockerOperations",parseVespaVersion,com.yahoo.vespa.hosted.node.admin.docker.DockerImpl,com.yahoo.vespa.hosted.node.admin.nodeagent.DockerOperations,https://github.com/vespa-engine/vespa/commit/c8d9fb3e150cfdcffd14d96df0040c0c6a616736
4165,1,openjdk/jdk,"Move And Rename Method	private threadByName(name String) : ThreadReference from class nsk.jdi.EventRequest.enable.enable002 to public threadByNameOrThrow(name String) : ThreadReference from class nsk.share.jdi.Debugee",threadByName,nsk.jdi.EventRequest.enable.enable002,nsk.share.jdi.Debugee,https://github.com/openjdk/jdk/commit/dc0cc5520c2299375e829d0de64d7d6e14990ba5
275,0,elastic/elasticsearch,"Move Method	package next() : SchedulerEngine.Schedule from class org.elasticsearch.xpack.dataframe.transforms.DataFrameTransformPersistentTasksExecutor to private next() : SchedulerEngine.Schedule from class org.elasticsearch.xpack.dataframe.transforms.DataFrameTransformTask",next,org.elasticsearch.xpack.dataframe.transforms.DataFrameTransformPersistentTasksExecutor,org.elasticsearch.xpack.dataframe.transforms.DataFrameTransformTask,https://github.com/elastic/elasticsearch/commit/cc988ce335257873027b70b8bab3f332be2a04d9
26828,1,opensearch-project/OpenSearch,"Move Method	public startTime() : long from class org.elasticsearch.index.engine.Engine.Delete to public startTime() : long from class org.elasticsearch.index.engine.Engine.Operation",startTime,org.elasticsearch.index.engine.Engine.Delete,org.elasticsearch.index.engine.Engine.Operation,https://github.com/opensearch-project/OpenSearch/commit/bcb3fab6ac9ef52968f8670a4a55183476663590
12262,1,orientechnologies/orientdb,"Move Method	private readAllLines(resourceFileName String) : String from class com.orientechnologies.orient.test.util.KubernetesSetup to public readAllLines(resourceFileName String) : String from class com.orientechnologies.orient.test.util.TestSetupUtil",readAllLines,com.orientechnologies.orient.test.util.KubernetesSetup,com.orientechnologies.orient.test.util.TestSetupUtil,https://github.com/orientechnologies/orientdb/commit/cc54d477f69c1fd44d07aa2a443af23126eb95c7
12061,1,apache/groovy,"Move Method	public isWrapperCharacter(type ClassNode) : boolean from class org.codehaus.groovy.classgen.asm.util.TypeUtil to public isWrapperCharacter(type ClassNode) : boolean from class org.codehaus.groovy.ast.ClassHelper",isWrapperCharacter,org.codehaus.groovy.classgen.asm.util.TypeUtil,org.codehaus.groovy.ast.ClassHelper,https://github.com/apache/groovy/commit/200c0eaf4c477201429fc7dbc30557952eaa54da
30234,2,vespa-engine/vespa,"Move Method	public requireThatGCOptsIsHonoured() : void from class com.yahoo.vespa.model.container.ContainerClusterTest to public requireThatGCOptsIsHonoured() : void from class com.yahoo.vespa.model.container.xml.ContainerModelBuilderTest",requireThatGCOptsIsHonoured,com.yahoo.vespa.model.container.ContainerClusterTest,com.yahoo.vespa.model.container.xml.ContainerModelBuilderTest,https://github.com/vespa-engine/vespa/commit/ad224f67874ca12be856afacfb4b7bfb197bc086
8557,1,apache/storm,"Move Method	private getMaxExecutorMemoryUsageForTopo(topology StormTopology, topologyConf Map<String,Object>) : double from class org.apache.storm.daemon.nimbus.Nimbus to private getMaxExecutorMemoryUsageForTopo(topology StormTopology, topologyConf Map<String,Object>) : double from class org.apache.storm.utils.ServerUtils",getMaxExecutorMemoryUsageForTopo,org.apache.storm.daemon.nimbus.Nimbus,org.apache.storm.utils.ServerUtils,https://github.com/apache/storm/commit/254a98db0966914bc07094e168667e1a851affcf
19677,2,openjdk/jdk,"Move Method	private guessStoreBarrierType(object ValueNode, value ValueNode) : BarrierType from class org.graalvm.compiler.replacements.DefaultJavaLoweringProvider to public guessStoreBarrierType(object ValueNode, value ValueNode) : BarrierType from class org.graalvm.compiler.nodes.gc.CardTableBarrierSet",guessStoreBarrierType,org.graalvm.compiler.replacements.DefaultJavaLoweringProvider,org.graalvm.compiler.nodes.gc.CardTableBarrierSet,https://github.com/openjdk/jdk/commit/4f629193a913555f191287adcad1969fd41780eb
14066,1,rstudio/rstudio,"Move Method	private prettyCamel(string String) : String from class org.rstudio.core.client.widget.ModifyKeyboardShortcutsWidget to public prettyCamel(string String) : String from class org.rstudio.core.client.StringUtil",prettyCamel,org.rstudio.core.client.widget.ModifyKeyboardShortcutsWidget,org.rstudio.core.client.StringUtil,https://github.com/rstudio/rstudio/commit/c4863c226c25ca44ac89f357f411a33f43adb968
23345,2,apache/cassandra,"Move Method	public testSSTableSectionsForRanges() : void from class org.apache.cassandra.io.sstable.SSTableRewriterTest to public testSSTableSectionsForRanges() : void from class org.apache.cassandra.db.streaming.CassandraStreamManagerTest",testSSTableSectionsForRanges,org.apache.cassandra.io.sstable.SSTableRewriterTest,org.apache.cassandra.db.streaming.CassandraStreamManagerTest,https://github.com/apache/cassandra/commit/9714a7c817b64a3358f69e536535c756c5c6df48
2883,1,oracle/graal,"Move And Rename Method	private getBenchCase(benchmarkResource String, wantedBenchmarkName String) : WasmCase from class com.oracle.truffle.wasm.benchmark.WasmBenchmarkSuiteBase to public collectFileCase(type String, resource String, caseName String) : WasmCase from class com.oracle.truffle.wasm.utils.cases.WasmCase",getBenchCase,com.oracle.truffle.wasm.benchmark.WasmBenchmarkSuiteBase,com.oracle.truffle.wasm.utils.cases.WasmCase,https///github.com/oracle/graal/commit/1de9b46ba5688f7bbdd9cdab965cdb168882257d
17594,1,apache/flink,"Move Method	private convertToEnum(o Object, clazz Class<E>) : E from class org.apache.flink.configuration.Configuration to package convertToEnum(o Object, clazz Class<E>) : E from class org.apache.flink.configuration.ConfigurationUtils",convertToEnum,org.apache.flink.configuration.Configuration,org.apache.flink.configuration.ConfigurationUtils,https://github.com/apache/flink/commit/c45dd104204f1f19d132ec70718ae76016ab8153
18827,2,oracle/graal,"Move Method	public loadLocal(i int) : ValueNode from class com.oracle.graal.java.HIRFrameStateBuilder to public loadLocal(i int) : T from class com.oracle.graal.java.AbstractFrameStateBuilder",loadLocal,com.oracle.graal.java.HIRFrameStateBuilder,com.oracle.graal.java.AbstractFrameStateBuilder,https///github.com/oracle/graal/commit/1dae58c2a901860b600bca666a2d4c4ffdd3c710
7420,1,cryptomator/cryptomator,"Move Method	private readAllBytesAtomically(path Path) : byte[] from class org.cryptomator.webdav.jackrabbit.CryptoResourceFactory to private readAllBytesAtomically(path Path) : byte[] from class org.cryptomator.webdav.jackrabbit.FilenameTranslator",readAllBytesAtomically,org.cryptomator.webdav.jackrabbit.CryptoResourceFactory,org.cryptomator.webdav.jackrabbit.FilenameTranslator,https://github.com/cryptomator/cryptomator/commit/49646aae41eee3adf3e574a8f49aae0f12ee5f4c
1866,1,google/ExoPlayer,"Move Method	private getPeriodPosition(timeline Timeline, windowIndex int, windowPositionUs long, defaultPositionProjectionUs long) : Pair<Integer,Long> from class com.google.android.exoplayer2.ExoPlayerImplInternal to public getPeriodPosition(window Window, period Period, windowIndex int, windowPositionUs long, defaultPositionProjectionUs long) : Pair<Integer,Long> from class com.google.android.exoplayer2.Timeline",getPeriodPosition,com.google.android.exoplayer2.ExoPlayerImplInternal,com.google.android.exoplayer2.Timeline,https://github.com/google/ExoPlayer/commit/26b32f60789c571a070da01d59449d02647736e0
16666,2,dbeaver/dbeaver,"Move Method	public getConnectionUserPassword(connectionInfo DBPConnectionConfiguration) : String from class org.jkiss.dbeaver.ext.oracle.model.OracleDataSource to public getConnectionUserPassword(connectionInfo DBPConnectionConfiguration) : String from class org.jkiss.dbeaver.ext.oracle.OracleDataSourceProvider",getConnectionUserPassword,org.jkiss.dbeaver.ext.oracle.model.OracleDataSource,org.jkiss.dbeaver.ext.oracle.OracleDataSourceProvider,https://github.com/dbeaver/dbeaver/commit/a087682d443f555bc6f71dbc2f4d76c466d427fd
27776,2,vavr-io/vavr,"Move Method	public findLast(predicate Predicate<? super T>) : Option<T> from class javaslang.collection.TreeSet to public findLast(predicate Predicate<? super T>) : Option<T> from class javaslang.collection.TraversableOnce",findLast,javaslang.collection.TreeSet,javaslang.collection.TraversableOnce,https://github.com/vavr-io/vavr/commit/69c83d6712861c884b34f2e59ddc894de6687abb
22674,2,questdb/questdb,"Move And Rename Method	public recordAt(record Record, atRowId long) : void from class com.questdb.griffin.engine.join.HashJoinRecordCursorFactory.HashJoinRecordCursor to public getBinLen(rec Record) : long from class com.questdb.griffin.engine.functions.BooleanFunction",recordAt,com.questdb.griffin.engine.join.HashJoinRecordCursorFactory.HashJoinRecordCursor,com.questdb.griffin.engine.functions.BooleanFunction,https://github.com/questdb/questdb/commit/e1d5a345bdae9b4145529948d3944dd79ca8369b
30564,1,LWJGL/lwjgl3,"Move Method	public ZSTD_DCtx_setParameter(dctx long, param int, value int) : long from class org.lwjgl.util.zstd.ZstdX to public ZSTD_DCtx_setParameter(dctx long, param int, value int) : long from class org.lwjgl.util.zstd.Zstd",ZSTD_DCtx_setParameter,org.lwjgl.util.zstd.ZstdX,org.lwjgl.util.zstd.Zstd,https://github.com/LWJGL/lwjgl3/commit/bfb46cc40f746edd17b870015acbd974377372a1
21528,2,neo4j/neo4j,"Move Method	public equals(x boolean) : boolean from class org.neo4j.values.storable.LongValue to public equals(x byte[]) : boolean from class org.neo4j.values.storable.Value",equals,org.neo4j.values.storable.LongValue,org.neo4j.values.storable.Value,https://github.com/neo4j/neo4j/commit/a8946efbe8d0556f852755859e60fc0f832f9af8
9238,1,AsyncHttpClient/async-http-client,"Move Method	private parseCookie(value String) : Cookie from class com.ning.http.client.providers.netty.NettyResponse to public parseCookie(value String) : Cookie from class com.ning.http.util.AsyncHttpProviderUtils",parseCookie,com.ning.http.client.providers.netty.NettyResponse,com.ning.http.util.AsyncHttpProviderUtils,https://github.com/AsyncHttpClient/async-http-client/commit/3d475778833f9d7b0db3b42b5f01fc26b146be74
20280,2,apache/hadoop,"Move Method	public toString() : String from class org.apache.hadoop.yarn.api.records.impl.pb.ApplicationIdPBImpl to public toString() : String from class org.apache.hadoop.yarn.api.records.ApplicationId",toString,org.apache.hadoop.yarn.api.records.impl.pb.ApplicationIdPBImpl,org.apache.hadoop.yarn.api.records.ApplicationId,https://github.com/apache/hadoop/commit/1d84d983a2160e3c9815e4e2dc2150a8d75a96c8
22724,2,questdb/questdb,"Move And Rename Method	public reset() : void from class com.nfsdb.ql.impl.ResampledSource to public clear() : void from class com.nfsdb.collections.mmap.MultiRecordMap",reset,com.nfsdb.ql.impl.ResampledSource,com.nfsdb.collections.mmap.MultiRecordMap,https://github.com/questdb/questdb/commit/48425c20835b7ea692bd2fe8dadca65ecf27fdf4
15577,2,elastic/elasticsearch,"Move Method	package processRemoteShards(searchShardsResponses Map<String,ClusterSearchShardsResponse>, remoteIndicesByCluster Map<String,OriginalIndices>, remoteShardIterators List<SearchShardIterator>, aliasFilterMap Map<String,AliasFilter>) : Function<String,Transport.Connection> from class org.elasticsearch.action.search.RemoteClusterService to package processRemoteShards(remoteClusterService RemoteClusterService, searchShardsResponses Map<String,ClusterSearchShardsResponse>, remoteIndicesByCluster Map<String,OriginalIndices>, remoteShardIterators List<SearchShardIterator>, aliasFilterMap Map<String,AliasFilter>) : Function<String,Transport.Connection> from class org.elasticsearch.action.search.TransportSearchAction",processRemoteShards,org.elasticsearch.action.search.RemoteClusterService,org.elasticsearch.action.search.TransportSearchAction,https://github.com/elastic/elasticsearch/commit/2f9e9460d4c0c656e4f0b41376c803cddecf28bf
3062,1,oracle/graal,"Move Method	public getShapeFromProperty(prop Property) : ShapeImpl from class com.oracle.truffle.object.ShapeImpl to protected getShapeFromProperty(shape ShapeImpl, prop Property) : ShapeImpl from class com.oracle.truffle.object.LayoutStrategy",getShapeFromProperty,com.oracle.truffle.object.ShapeImpl,com.oracle.truffle.object.LayoutStrategy,https///github.com/oracle/graal/commit/d1b5dd869c0439dba5b5b694bb900ebd21b1e64a
18666,2,oracle/graal,"Move Method	public toString() : String from class com.oracle.truffle.llvm.runtime.options.LLVMBaseOption to private toString(option LLVMOption) : String from class com.oracle.truffle.llvm.runtime.options.LLVMOptions",toString,com.oracle.truffle.llvm.runtime.options.LLVMBaseOption,com.oracle.truffle.llvm.runtime.options.LLVMOptions,https///github.com/oracle/graal/commit/82743e192ec43a9bff0c58694c6f9e511102927c
23458,1,java-native-access/jna,"Move Method	private freeNativeCallback(ptr long) : void from class com.sun.jna.CallbackReference to package freeNativeCallback(ptr long) : void from class com.sun.jna.Native",freeNativeCallback,com.sun.jna.CallbackReference,com.sun.jna.Native,https://github.com/java-native-access/jna/commit/96d017869a1c8c610aab6b54aeb8144ec4eea69a
20941,2,thingsboard/thingsboard,"Move Method	protected findMin(tenantId TenantId, entityId EntityId, key String, startTs long, endTs long, entitiesFutures List<CompletableFuture<TsKvEntity>>) : void from class org.thingsboard.server.dao.sqlts.psql.JpaPsqlTimeseriesDao to protected findMin(tenantId TenantId, entityId EntityId, key String, startTs long, endTs long, entitiesFutures List<CompletableFuture<TsKvEntity>>) : void from class org.thingsboard.server.dao.sqlts.AbstractChunkedAggregationTimeseriesDao",findMin,org.thingsboard.server.dao.sqlts.psql.JpaPsqlTimeseriesDao,org.thingsboard.server.dao.sqlts.AbstractChunkedAggregationTimeseriesDao,https://github.com/thingsboard/thingsboard/commit/7a2b76b8c0d3e50370dcb7dc282bb39fe90f6068
18952,0,facebook/fresco,"Move And Rename Method	public setUseMediaStoreVideoThumbnail(useMediaStoreVideoThumbnail boolean) : T from class com.facebook.imagepipeline.common.ImageDecodeOptionsBuilder to public useMediaStoreVideoThumbnail(useMediaStoreVideoThumbnail boolean) : T from class com.facebook.fresco.vito.options.DecodedImageOptions.Builder",setUseMediaStoreVideoThumbnail,com.facebook.imagepipeline.common.ImageDecodeOptionsBuilder,com.facebook.fresco.vito.options.DecodedImageOptions.Builder,https://github.com/facebook/fresco/commit/b313db751288afcc70a6337b511ba01d9ecf2a50
7991,1,SonarSource/sonarqube,"Move And Rename Method	private selectInt(sql String) : int from class org.sonar.server.db.migrations.violation.Referentials to public count(sql String) : int from class org.sonar.core.persistence.TestDatabase",selectInt,org.sonar.server.db.migrations.violation.Referentials,org.sonar.core.persistence.TestDatabase,https://github.com/SonarSource/sonarqube/commit/52ef49cd29b15da8799547ea34d8f543b68065ef
19683,2,openjdk/jdk,"Move Method	protected addNavigationBarHeader(header Content) : void from class jdk.javadoc.internal.doclets.formats.html.PackageIndexWriter to protected addNavigationBarHeader(header Content) : void from class jdk.javadoc.internal.doclets.formats.html.AbstractOverviewIndexWriter",addNavigationBarHeader,jdk.javadoc.internal.doclets.formats.html.PackageIndexWriter,jdk.javadoc.internal.doclets.formats.html.AbstractOverviewIndexWriter,https://github.com/openjdk/jdk/commit/2b048e0808804d87e09bafc116df26e9670cbf63
28962,1,apache/camel,"Move Method	public hasOutputs(outputs List<ProcessorDefinition<?>>, excludeAbstract boolean) : boolean from class org.apache.camel.model.ProcessorDefinitionHelper to public hasOutputs(outputs List<ProcessorDefinition<?>>, excludeAbstract boolean) : boolean from class org.apache.camel.reifier.ProcessorReifier",hasOutputs,org.apache.camel.model.ProcessorDefinitionHelper,org.apache.camel.reifier.ProcessorReifier,https://github.com/apache/camel/commit/52451f1d13a9a873f633f82721c9bfae08a80aa9
2917,1,oracle/graal,"Move Method	private indexForStackSlot(frameMap FrameMap, slot StackSlot) : int from class org.graalvm.compiler.lir.sparc.SPARCSaveRegistersOp to private indexForStackSlot(frameMap FrameMap, slot StackSlot) : int from class org.graalvm.compiler.lir.StandardOp.SaveRegistersOp",indexForStackSlot,org.graalvm.compiler.lir.sparc.SPARCSaveRegistersOp,org.graalvm.compiler.lir.StandardOp.SaveRegistersOp,https///github.com/oracle/graal/commit/141563517049a97d92efc568e23a3a050d439969
12347,1,orientechnologies/orientdb,"Move Method	private flushPage(content byte[]) : void from class com.orientechnologies.orient.core.storage.impl.local.paginated.wal.OLogSegment.FlushTask to private flushPage(content byte[]) : void from class com.orientechnologies.orient.core.storage.impl.local.paginated.wal.OLogSegment",flushPage,com.orientechnologies.orient.core.storage.impl.local.paginated.wal.OLogSegment.FlushTask,com.orientechnologies.orient.core.storage.impl.local.paginated.wal.OLogSegment,https://github.com/orientechnologies/orientdb/commit/af51ade20b030cf7acdc75cfb5567e1bf7e530ef
21356,2,neo4j/neo4j,"Move Method	public getDescriptor() : IndexDescriptor from class org.neo4j.kernel.api.impl.schema.WritableDatabaseSchemaIndex to public getDescriptor() : IndexDescriptor from class org.neo4j.kernel.api.impl.index.ReadOnlyAbstractDatabaseIndex",getDescriptor,org.neo4j.kernel.api.impl.schema.WritableDatabaseSchemaIndex,org.neo4j.kernel.api.impl.index.ReadOnlyAbstractDatabaseIndex,https://github.com/neo4j/neo4j/commit/130187646105346f735efb96d637e5498ec807fd
11852,1,hazelcast/hazelcast,"Move Method	private addTreeItem(tree Tree, headerName String, itemList List<String>, clusterId int, type InstanceType) : TreeItem from class com.hazelcast.monitor.client.AddClusterClickHandler to private addTreeItem(tree Tree, headerName String, itemList List<String>, clusterId int, type InstanceType) : TreeItem from class com.hazelcast.monitor.client.ClusterWidgets",addTreeItem,com.hazelcast.monitor.client.AddClusterClickHandler,com.hazelcast.monitor.client.ClusterWidgets,https://github.com/hazelcast/hazelcast/commit/2dcebf6180ede37a8f34d623abd7b000c5ad79f1
20425,2,pinpoint-apm/pinpoint,"Move Method	public request(data TBase<?,?>) : boolean from class com.nhn.pinpoint.profiler.sender.UdpDataSender to public request(data TBase<?,?>, retry int) : boolean from class com.nhn.pinpoint.profiler.context.TraceTest.TestDataSender",request,com.nhn.pinpoint.profiler.sender.UdpDataSender,com.nhn.pinpoint.profiler.context.TraceTest.TestDataSender,https://github.com/pinpoint-apm/pinpoint/commit/fa6476d0caf2c78438738afde14a7a888f2316eb
18350,0,oracle/graal,"Move Method	private isProvidedInCurrentLibc(method Method) : boolean from class com.oracle.svm.hosted.NativeImageGenerator to public isProvidedInCurrentLibc(element AnnotatedElement) : boolean from class com.oracle.svm.core.c.libc.LibCBase",isProvidedInCurrentLibc,com.oracle.svm.hosted.NativeImageGenerator,com.oracle.svm.core.c.libc.LibCBase,https///github.com/oracle/graal/commit/91e38d53a30f37f244c67a49bc79d36efb2b06be
9986,1,robolectric/robolectric,"Move Method	protected getConfigProperties(packageName String) : Properties from class org.robolectric.plugins.DefaultConfigMerger to protected getConfigProperties(packageName String) : Properties from class org.robolectric.ConfigMerger",getConfigProperties,org.robolectric.plugins.DefaultConfigMerger,org.robolectric.ConfigMerger,https://github.com/robolectric/robolectric/commit/56681651992c3aa5e1cc08744a08a235a8481954
9597,1,plantuml/plantuml,"Move Method	private isCompatible(parent1 IGroup, parent2 IGroup) : boolean from class net.sourceforge.plantuml.statediagram.StateDiagramFactory to private isCompatible(parent1 IGroup, parent2 IGroup) : boolean from class net.sourceforge.plantuml.statediagram.StateDiagram",isCompatible,net.sourceforge.plantuml.statediagram.StateDiagramFactory,net.sourceforge.plantuml.statediagram.StateDiagram,https://github.com/plantuml/plantuml/commit/fd538b5fe89f8cb5c6d6bc4f0e4cd068bf4762fb
20065,2,apache/hadoop,"Move And Rename Method	private generateProxyUriWithScheme() : String from class org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl to public getAppProxyUrl(conf Configuration, applicationId ApplicationId) : String from class org.apache.hadoop.yarn.server.resourcemanager.RMContextImpl",generateProxyUriWithScheme,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.RMAppAttemptImpl,org.apache.hadoop.yarn.server.resourcemanager.RMContextImpl,https://github.com/apache/hadoop/commit/72d22b753abde4d07a727479d3f3d5d84d5dd6b2
15488,2,elastic/elasticsearch,"Move Method	public hashCode() : int from class org.elasticsearch.xpack.sql.expression.function.scalar.Database to public hashCode() : int from class org.elasticsearch.xpack.sql.expression.function.scalar.ConfigurationFunction",hashCode,org.elasticsearch.xpack.sql.expression.function.scalar.Database,org.elasticsearch.xpack.sql.expression.function.scalar.ConfigurationFunction,https://github.com/elastic/elasticsearch/commit/f502ca53d4ff1b330697b01b6d9d5dec063f8581
24476,2,real-logic/aeron,"Move And Rename Method	public tearDown() : void from class uk.co.real_logic.aeron.AeronTest to protected after() : void from class uk.co.real_logic.aeron.util.SharedDirectories",tearDown,uk.co.real_logic.aeron.AeronTest,uk.co.real_logic.aeron.util.SharedDirectories,https://github.com/real-logic/aeron/commit/6c6e9d011710255ca776c933405eb29bf7a94b14
12516,1,apache/hbase,"Move And Rename Method	private toShortUnsafe(buf ByteBuffer, offset long) : short from class org.apache.hadoop.hbase.util.ByteBufferUtils to public toShort(buf ByteBuffer, offset int) : short from class org.apache.hadoop.hbase.util.UnsafeAccess",toShortUnsafe,org.apache.hadoop.hbase.util.ByteBufferUtils,org.apache.hadoop.hbase.util.UnsafeAccess,https://github.com/apache/hbase/commit/04c25e0f355aaa6ded37b0477ce126a693756b81
11092,1,opensearch-project/OpenSearch,"Move And Rename Method	private copyStream(in InputStream, out OutputStream) : long from class org.elasticsearch.common.xcontent.json.JsonXContentGenerator to public copy(in InputStream, out OutputStream, buffer byte[], close boolean) : long from class org.elasticsearch.core.internal.io.Streams",copyStream,org.elasticsearch.common.xcontent.json.JsonXContentGenerator,org.elasticsearch.core.internal.io.Streams,https://github.com/opensearch-project/OpenSearch/commit/7ae9dc2092a1a42dfce14254be99e3619d8706f0
24205,1,processing/processing,"Move Method	package load(base Base, folder File, type ContributionType) : InstalledContribution from class processing.app.contrib.ContributionManager to package load(base Base, folder File) : InstalledContribution from class processing.app.contrib.ContributionType",load,processing.app.contrib.ContributionManager,processing.app.contrib.ContributionType,https://github.com/processing/processing/commit/5a14f3a547d2d27e860afa99f84ad4623e53f34d
16544,2,netty/netty,"Move Method	public userEventTriggered(ctx ChannelHandlerContext, evt Object) : void from class io.netty.channel.DefaultChannelPipeline.HeadHandler to public userEventTriggered(ctx ChannelHandlerContext, evt Object) : void from class io.netty.channel.ChannelStateHandlerAdapter",userEventTriggered,io.netty.channel.DefaultChannelPipeline.HeadHandler,io.netty.channel.ChannelStateHandlerAdapter,https://github.com/netty/netty/commit/1603d9792dd972cdc6bd1b83a4e890cbe103c797
26677,0,opensearch-project/OpenSearch,"Move Method	public indexSurvives() : boolean from class org.elasticsearch.xpack.core.indexlifecycle.LifecycleAction to public indexSurvives() : boolean from class org.elasticsearch.xpack.core.indexlifecycle.Step",indexSurvives,org.elasticsearch.xpack.core.indexlifecycle.LifecycleAction,org.elasticsearch.xpack.core.indexlifecycle.Step,https://github.com/opensearch-project/OpenSearch/commit/d2e87a66e5c49934b91da58ad4e20c4056e4ac02
2080,1,apache/flink,"Move Method	private pushTableScan(relBuilder FlinkRelBuilder, cluster RelOptCluster, catalogTable ResolvedCatalogTable, tableSource DynamicTableSource, typeFactory FlinkTypeFactory, hints List<RelHint>) : void from class org.apache.flink.table.planner.plan.schema.CatalogSourceTable to private pushTableScan(isStreamingMode boolean, relBuilder FlinkRelBuilder, identifier ObjectIdentifier, catalogTable ResolvedCatalogTable, statistic FlinkStatistic, hints List<RelHint>, tableSource DynamicTableSource) : void from class org.apache.flink.table.planner.sources.DynamicSourceUtils",pushTableScan,org.apache.flink.table.planner.plan.schema.CatalogSourceTable,org.apache.flink.table.planner.sources.DynamicSourceUtils,https://github.com/apache/flink/commit/f3d85b8ce9294b02de48d41144b70e0ac983f772
4203,1,openjdk/jdk,"Move And Rename Method	private threadByName(name String) : ThreadReference from class nsk.jdi.EventSet.eventIterator.eventiterator002 to public threadByNameOrThrow(name String) : ThreadReference from class nsk.share.jdi.Debugee",threadByName,nsk.jdi.EventSet.eventIterator.eventiterator002,nsk.share.jdi.Debugee,https://github.com/openjdk/jdk/commit/dc0cc5520c2299375e829d0de64d7d6e14990ba5
5836,1,neo4j/neo4j,"Move Method	private isEmptyDirectory(directory File) : Boolean from class org.neo4j.kernel.impl.storemigration.legacystore.v21.propertydeduplication.PropertyDeduplicator to public isEmptyDirectory(directory File) : boolean from class org.neo4j.io.fs.FileUtils",isEmptyDirectory,org.neo4j.kernel.impl.storemigration.legacystore.v21.propertydeduplication.PropertyDeduplicator,org.neo4j.io.fs.FileUtils,https://github.com/neo4j/neo4j/commit/6db9ec44aa3fddbe5575d3eb227f5a3ed6a077bb
19528,2,Konloch/bytecode-viewer,"Move Method	public isPureAscii(v String) : boolean from class the.bytecode.club.bytecodeviewer.gui.FileViewer to public isPureAscii(v String) : boolean from class the.bytecode.club.bytecodeviewer.util.MiscUtils",isPureAscii,the.bytecode.club.bytecodeviewer.gui.FileViewer,the.bytecode.club.bytecodeviewer.util.MiscUtils,https://github.com/Konloch/bytecode-viewer/commit/cec2df468526786f2018e9f7b43425e7e72476ab
728,1,spring-projects/spring-framework,"Move Method	private writeDataBuffer(dataBuffer DataBuffer) : int from class org.springframework.http.server.reactive.ServletServerHttpResponse.ResponseBodyProcessor to protected writeDataBuffer(dataBuffer DataBuffer) : int from class org.springframework.http.server.reactive.ServletServerHttpResponse",writeDataBuffer,org.springframework.http.server.reactive.ServletServerHttpResponse.ResponseBodyProcessor,org.springframework.http.server.reactive.ServletServerHttpResponse,https://github.com/spring-projects/spring-framework/commit/383375c35f12ff4aec67560b77e00f332b54a36c
24489,2,google/error-prone,"Move Method	public setupMessageBundle(context Context) : void from class com.google.errorprone.BaseErrorProneCompiler to public setupMessageBundle(context Context) : void from class com.google.errorprone.BaseErrorProneJavaCompiler",setupMessageBundle,com.google.errorprone.BaseErrorProneCompiler,com.google.errorprone.BaseErrorProneJavaCompiler,https://github.com/google/error-prone/commit/f6a5928cf5f748028e17ab0fbbffbe55c955881e
